ref_interne_decla,reference_externe_declaration,statut_declaration,id_gest_sinistre,type_cloture,date_survenance_declaration,date_declaration,lieu_declaration,heure_declaration,evenement_declaration,circonstance_declaration,contexte,circo_detaillee_1,circ_detaillee_commentaire,circo_aggravante_1,cird_aggravante_suite,pv,constat,cas_irsa,inc_existence_expertise,vehicule_retrouve,date_vehicule_retrouve
3007755163,007231268A,Clôturée,6810048596,Clôture automatique,2023-04-14 02:00:00,2023-04-17 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,constat co signé. pas de blessé                                    soc percuté par véh adverse à l'arriere.                           dommages = arriere                                                                                                                                                                                                                                                                  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
6005242988,004885367H,Clôturée,9810049849,Clôture automatique,2020-05-28 02:00:00,2020-07-06 02:00:00,BLOIS,12,Accident de la circulation,Deux véhicules,Privé,NULL,Décla tel - soc stationnement a été percuté par VTM adv - dommages soc petite vitre latérale arrière droite dessus arrière droit                                                                                                                                                                                                                                                                                          ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
6005053186,004709324G,Clôturée,8810049848,Clôture automatique,2020-03-13 01:00:00,2020-03-16 01:00:00,MEUNG SUR LOIRE,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Info RC00 avec PEC à 100%                                          Mission GGE AG + EAD OK                                            SOC envoi CA par courrier,NULL,NULL,N,O,NULL,O,N,
6005235113,004877996W,Clôturée,9810049849,Clôture automatique,2020-05-28 02:00:00,2020-07-02 02:00:00,BLOIS,12,Accident de la circulation,Deux véhicules,Privé,NULL,erreur d'immatriculation sur vl cli d'enregistrée                                                                                                                                                                                                                                                                                                                                                          ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
0008072905,007530257N,En Cours de Gestion,7810046187,NULL,2023-08-07 02:00:00,2023-08-18 02:00:00,ST JEAN LE BLANC,14,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,NULL,NULL,NULL,N,N,NULL,N,N,
8004635880,004318122M,Clôturée,9810050069,Clôture automatique,2019-10-15 02:00:00,2019-10-16 02:00:00,MERPINS,10,Accident de la circulation,Deux véhicules,Privé,NULL,constat amiable cosigne - pas de blesse - pas de temoin            soc dans un giratoire et souhaitant en sortir pour tourner a droitelorsque le vehicule se trouvant derriere elle la heurte            rc 00 cas 10.                                                                                                                                                                                                    ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
0008091840,007548080L,En Cours de Gestion,6810050066,NULL,2023-08-27 02:00:00,2023-08-27 02:00:00,SAINTES,01,Accident de la circulation,Carambolage,NULL,NULL,NULL,NULL,NULL,N,N,NULL,O,N,
3006342434,005908348U,Clôturée,8810054128,Clôture automatique,2021-09-28 02:00:00,2021-09-30 02:00:00,AUDENGE,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,je finalise dsi                                                    l adv refuse la priorité à droite                                  ca co signe classe en ged,NULL,NULL,N,N,NULL,O,N,
5004579685,004265695B,Clôturée,1810048241,Clôture automatique,2019-09-23 02:00:00,2019-09-24 02:00:00,LA CELLE ST CLOUD,08,Accident de la circulation,Deux véhicules,Privé,NULL,mise à jour du cas de barême.,NULL,NULL,N,O,NULL,O,N,
0006068441,005651356E,Clôturée,7810046187,Clôture automatique,2021-06-18 02:00:00,2021-06-21 02:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,soc en circulation derriere un camion qui perd sa rampe et vient   heurter le vtm de la soc .pas de blesse et pas d interv des fo .   constat cosigne.                                                                                                                                                                                                                                                                    ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
3007157938,006671197C,En Cours de Gestion,7810058577,NULL,2022-08-05 02:00:00,2022-08-08 02:00:00,GOURBEYRE,21,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,appel recus                                                        soc a deposé attestation en agence hier lui indique que je le      recontacterais à réception,NULL,NULL,N,N,NULL,N,N,
8006871782,006402069X,Enregistrée NPEC,7810046187,NULL,2022-02-05 01:00:00,2022-05-05 02:00:00,AIX EN PROVENCE,17,Accident de la circulation,Deux véhicules,NULL,NULL,- retour de l'AR confirmant FGAO a pris en compte notre courrier,NULL,NULL,N,N,NULL,N,N,
9005598044,005214168A,Clôturée,8810054128,Clôture automatique,2020-11-30 01:00:00,2020-11-30 01:00:00,MARTIGUES,09,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,pochette classée lot du jour boite 132,NULL,NULL,N,O,NULL,O,N,
5930001863,930001419J,En cours d'Enrichissement,0810048160,NULL,2023-07-06 02:00:00,2023-07-06 02:00:00,NULL,09,Accident en stationnement (aucun occupant),Avec tiers identifié autre que véhicule à moteur,NULL,Voiture particulière,NULL,NULL,NULL,N,N,NULL,N,N,
1006292403,005861397K,Clôturée,6810050066,Clôture automatique,2021-09-12 02:00:00,2021-09-13 02:00:00,PERPIGNAN,10,Accident de la circulation,Deux véhicules,NULL,NULL,Accident de la circulation                                         Soc à l'arret se fait percuter par ADV qui prenait un stationnementCA cpsigné - pas de blessé                                         Dommages : Porte AR D                                                                                                                                                                                            ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
0008051263,007509970M,En Cours de Gestion,8810049848,NULL,2023-08-06 02:00:00,2023-08-08 02:00:00,PEZULS,23,Accident de la circulation,Deux véhicules,Privé,NULL,NULL,NULL,NULL,N,O,NULL,O,N,
3005531020,005152127P,Clôturée,8810050068,Clôture automatique,2020-10-26 01:00:00,2020-10-27 01:00:00,BAR LE DUC,09,Accident de la circulation,Deux véhicules,Privé,NULL,gge agree ok expertise terrain ok                                  acr envoye par courrier,NULL,NULL,N,N,NULL,O,N,
7007198974,006709711R,Clôturée,3810027623,Clôture automatique,2022-08-23 02:00:00,2022-08-24 02:00:00,FORT DE FRANCE,14,Accident de la circulation,Deux véhicules,Privé,NULL,"contrat rattaché à GMF ARGENTEUIL, je garde le dossier,",NULL,NULL,N,N,NULL,O,N,
9004891077,004557488T,Clôturée,2810061512,Clôture automatique,2020-01-16 01:00:00,2020-01-16 01:00:00,FACHES THUMESNIL,09,Vol (véhicule retrouvé),Avec effraction du véhicule,NULL,Non identifié,"soc chez sa mere dans le nord - vh stationné dans la propriété maisouverture donc pas d effraction d un portail - n a pas constaté de verre sur le sol - vh bien fermé à clé pas de fenetre ouverte -    soc en possession des 2 clés - va allait faire DP - soc a bien CG  - ds vh avait caisse à outil, badge peage et coyotte mais OT non   souscrits - pas de credit en cours -",NULL,NULL,N,N,NULL,O,O,2023-06-23
4007792615,007266395G,Clôturée,7810052287,Clôture automatique,2023-05-03 02:00:00,2023-05-04 02:00:00,STRASBOURG,18,Accident de la circulation,Deux véhicules,Privé,NULL,"DSI, CA cosigné, SOC se fait percuter par l'arrière. Je ne peux    pas noter la fille Anna comme conductrice car elle est enregistrée comme conduct accompagnée du coup le système demande l'accompagnant. J'explique SOC qu'il doit communiquer la copie du P.C à l'agence pour qu'ils l'enregistrent, SOC ok. J'info RC 0% pas de franchise  j'explique à SOC les avantages des agrées, je lui donne 4 noms de  N1, SOC réfléchi et rappelle. ACR mail",NULL,NULL,N,N,NULL,O,N,
4006297856,005866662H,Clôturée,4810013834,Clôture automatique,2021-09-15 02:00:00,2021-09-15 02:00:00,ST GEORGES SUR BAULCHE,07,Accident de la circulation,Carambolage,Privé,NULL,"sst soc: mecontent car n'a pas de chéquier, ne peut pas faire de   paiement par carte et gge ne veut pas faire de cession de creance. Je lui indique que gge non agréé, nous ne pouvons faire de         reglement direct au gge sans cession de creance. Soc va se         debrouiller. SD expert: assuré va commander et remplacer lui même  la grille en noir.",NULL,NULL,N,N,NULL,O,N,
8007282125,006787690A,En Cours de Gestion,7810052287,NULL,2022-09-14 02:00:00,2022-09-23 02:00:00,NULL,10,Accident de la circulation,Deux véhicules,Privé,NULL,VU ECS ALLIANZ - NON RESPECT DU FORMALISME IRSA - JE NE REPONDS PAS,NULL,NULL,N,N,NULL,N,N,
0005842332,005441077R,Clôturée,7810052287,Clôture automatique,2021-03-15 01:00:00,2021-03-15 01:00:00,NEVERS,13,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,soc nous rappel car a beosin d'un vehicule de pret car gar non     agréé - soc m'info que gar agréé sur précédent sinistre a laissé   malfaçon sur reps repéré avec expertise pour ce sinistre - pas de  rapport exp sous darva - vu avec FID pour veh pret et demande par  procédure assu prolong pour 1 journée - transfert FID pour modalité,NULL,NULL,N,N,NULL,O,N,
1005692886,005302152K,Clôturée,7810046187,Clôture automatique,2021-01-08 01:00:00,2021-01-12 01:00:00,PARIS 15,16,Accident de la circulation,Deux véhicules,Privé,NULL,SD de l'expert ns demandant s il peut deposer son RE etant donne   que soc ne souhaite pas faire les réparations pour le moment je luienvoie sd pour accord,NULL,NULL,N,O,NULL,O,N,
8006895226,006423881F,Clôturée,7810046187,Clôture automatique,2022-05-13 02:00:00,2022-05-16 02:00:00,FONTENAY TRESIGNY,08,Accident de la circulation,Deux véhicules,Privé,NULL,recu rapport; vrade 2500  epaviste 9912,NULL,NULL,N,O,NULL,O,N,
0007389146,006888072L,Clôturée,7810054667,Clôture automatique,2022-11-08 01:00:00,2022-11-08 01:00:00,ANGOULEME,11,Accident de la circulation,Deux véhicules,NULL,NULL,*AGD pour rejet chiffrage : vu nous avons reçu 2 fact du gge valiD par excellia                                                       *tél gge émis : ils avaient oublié de facturer la pièce sur 1 ere  fact seule MO avait été chiffré                                    *je fais nouveau rgt : 2eme-1ere fact : 518.40-38.82€=479.58€ en   inab car rec déjà passé,NULL,NULL,N,O,NULL,O,N,
2007543223,007032299E,Clôturée,0810048160,Clôture automatique,2023-01-11 01:00:00,2023-01-16 01:00:00,GENTILLY,22,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"Accident 2 vtm, e-cosntat signé                                    pas de blessé / pas d intervention des forces de l ordre           Cjt s arrête à un feu lorsqu'il se fait percuter à l arriere                                                                                                                                                                                                                        ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,O,NULL,O,N,
0005956281,005546412K,Clôturée,1205184151,Clôture automatique,2021-05-06 02:00:00,2021-05-07 02:00:00,CAPESTERRE BELLE EAU,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,MS RECU CONSTAT AMIABLE 2 FOIS.                                    ENVOI NOTIFICATION RECEPTION A SOC PAR MS.,NULL,NULL,N,O,NULL,O,N,
6005200837,004846687P,Clôturée,6810050066,Clôture automatique,2020-06-18 02:00:00,2020-06-19 02:00:00,CAPESTERRE BELLE EAU,16,Accident de la circulation,Deux véhicules,Privé,NULL,sociétaire en circulation quand vtm tiers grille un stop et le     percute + pas de bléssés + ca signé des 2 parties,NULL,NULL,N,O,NULL,O,N,
9005828832,005428468K,Clôturée,6810040376,Clôture automatique,2021-03-08 01:00:00,2021-03-09 01:00:00,NULL,14,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,"accident en chaine - 3 véh, soc 1er de file.                       Milieu de file immatriculé et assuré en Suisse.                    Pas de blessé                                                      projection établie                                                                                                                                                                                               ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
0007542420,007031492C,Clôturée,6810050066,Clôture automatique,2023-01-11 01:00:00,2023-01-14 01:00:00,GRENOBLE,18,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"sur autoroute, tiers change de file et vient percuter tiers engagé sur sa voie. meme sens file differente.                            ca en GED.                                                         dommages coté droit.                                                                                                                                                                                             ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
6004986601,004646909P,Clôturée,7810052287,Clôture automatique,2020-02-15 01:00:00,2020-02-19 01:00:00,NULL,11,Accident de la circulation,Deux véhicules,Privé,NULL,suite entretien tel                                                soc nous dépose son ca en ms,NULL,NULL,N,O,NULL,O,N,
0007309514,006813337C,Clôturée,7810052287,Clôture automatique,2022-10-04 02:00:00,2022-10-05 02:00:00,RIORGES,07,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,*VERISURE OK,NULL,NULL,N,N,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,vu témoin n a pas répondu je renvoie attestation par mail + courrier mais délai irsa dépassé,NULL,NULL,N,N,NULL,O,N,
9007107585,006624095E,Clôturée,0100006037,Clôture automatique,2022-07-15 02:00:00,2022-07-18 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé,NULL,CA en ged,NULL,NULL,N,N,NULL,O,N,
8005737080,005343307U,Clôturée,1810048241,Clôture automatique,2021-01-30 01:00:00,2021-01-30 01:00:00,NULL,13,Accident de la circulation,Deux véhicules,Privé,NULL,"Appel de soc, nouveau problème, ne peut pas ouvrir son capot et    le phare n'a pas été remplacé, du coup, il a de l'eau dans le      phare, ce qui fait griller l'ampoule. Il va aller au gge demain    pour voir le gge et nous tiens informé si problème. En parallèle,  j'en informe l'expert.",NULL,NULL,N,N,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,je finis com avec mr- Je dem sa decla circonstanciée complete      j explique mec                                                     a reception faire idp                                              Voir si temoin revenu vers nous,NULL,NULL,N,N,NULL,O,N,
5008010665,007471796U,En Cours de Gestion,8810050068,NULL,2023-07-19 02:00:00,2023-07-24 02:00:00,LE MOULE,11,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,NULL,NULL,NULL,N,N,NULL,O,N,
6005952241,005542606Y,Clôturée,6810050066,Clôture automatique,2021-05-05 02:00:00,2021-05-05 02:00:00,TOURS,09,Accident de la circulation,Deux véhicules,NULL,NULL,envoi courrier depassement de seuil,NULL,NULL,N,N,NULL,O,N,
1005442309,005069920J,Clôturée,9810050069,Clôture automatique,2020-09-22 02:00:00,2020-09-23 02:00:00,NARBONNE,18,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,constat sous ged,NULL,NULL,N,O,NULL,O,N,
0006488551,006045239N,En Cours de Gestion,7810054667,NULL,2021-11-25 01:00:00,2021-11-26 01:00:00,BORDEAUX,15,Accident de la circulation,Deux véhicules,Privé - Affaires,NULL,acc2vl soc circule ds sa file et tiers à G change de file          ca cosigné pas de blessé                                           domm soc aile avg pc avg port avg vl roule                                                                                                                                                                                                                                          ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
5007598257,007083814Z,Clôturée,1810048241,Clôture automatique,2023-02-06 01:00:00,2023-02-06 01:00:00,NULL,16,Accident de la circulation,Deux véhicules,Privé,NULL,appel de mme soc suite à sa DSI-                                   soc informée rc 00 - pec tt                                        constat en ged                                                     soc accepte le gge agree + ead                                     j envoi acr pr mail,NULL,NULL,N,N,NULL,O,N,
0006488551,006045239N,En Cours de Gestion,7810054667,NULL,2021-11-25 01:00:00,2021-11-26 01:00:00,BORDEAUX,15,Accident de la circulation,Deux véhicules,Privé - Affaires,NULL,CA cosigné en GED,NULL,NULL,N,O,NULL,O,N,
0005562875,005181650E,Clôturée,6810048596,Clôture automatique,2020-11-09 01:00:00,2020-11-10 01:00:00,NULL,19,Accident de la circulation,Deux véhicules,NULL,NULL,"J'appelle soc : lui confirme RC nulle / soc nous rappelle pour choix de garage, souhaite consulter la liste des garages sur GMF en ligne",NULL,NULL,N,N,NULL,O,N,
9007508655,006999956Z,Clôturée,7810052287,Clôture automatique,2022-12-23 01:00:00,2022-12-30 01:00:00,SARAN,18,Accident de la circulation,Deux véhicules,Privé,NULL,VTM ADV QUITTE UN STATIONNEMENT ET PERCUTE VTM SOC QUI CIRCULE     NORMALEMENT CONSTAT OK                                                                                                                                                                                                                                                                                                                                 ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
7007094653,006611920W,En Cours de Gestion,1810049441,NULL,2022-07-03 02:00:00,2022-07-12 02:00:00,BORDEAUX,18,Accident de la circulation,Deux véhicules,NULL,NULL,"soc en stat , retrouve voiture endommagé , pas tiers identifié     dommages: arrière cote conducteur                                                                                                                                                                                                                                                                                                                      ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
7007977663,007440457E,En Cours de Gestion,8810049848,NULL,2023-07-11 02:00:00,2023-07-12 02:00:00,ST LOUP GEANGES,19,Evénements naturels,Grêle,NULL,Objet en mouvement,NULL,NULL,NULL,N,N,NULL,N,N,
9007433279,006929355J,Clôturée,5810054665,Clôture automatique,2022-11-27 01:00:00,2022-11-28 01:00:00,NULL,12,Accident de la circulation,Deux véhicules,Privé,NULL,A l arret au feu rouge se fait heurter par vtm adv à l'arriere     dommages : arriere                                                 blessée : non                                                      constat ok                                                                                                                                                                                                       ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
8006502980,006058800D,Clôturée,9810049849,Clôture automatique,2021-12-01 01:00:00,2021-12-02 01:00:00,NULL,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,SOC ETAIT DERRIERE TIERS QUI OUVRE SA PORTIERE COLLISION AVEC DOMMAGES COTE PASSAGER DROITE                                                                                                                                                                                                                                                                                                                               ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
1005215129,004859546S,Clôturée,4205170284,Clôture automatique,2020-06-24 02:00:00,2020-06-25 02:00:00,NULL,23,Accident de la circulation,Deux véhicules,Privé,NULL,tel du soc a fait reparer alors que ns n'avons pas délivré une     prise en charge.Ok a titre exceptionnel je lui rembourserai en     avance sur re à réception de sa facture qu'il m'adresse par mail.,NULL,NULL,N,N,NULL,O,N,
0006008328,005594982D,Clôturée,9810049849,Clôture automatique,2021-05-30 02:00:00,2021-05-31 02:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé,NULL,rpv : vrade de 13000€,NULL,NULL,N,N,NULL,O,N,
4006147346,005725109W,Clôturée,7810054667,Clôture automatique,2021-07-15 02:00:00,2021-07-16 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé,NULL,SDV exp                                                            aucun doss EAD recu à ce jour                                      relance soc et garage,NULL,NULL,N,N,NULL,O,N,
0006194719,005769766L,Clôturée,0100006037,Clôture automatique,2021-07-18 02:00:00,2021-08-04 02:00:00,NULL,14,Accident de la circulation,Deux véhicules,Privé,NULL,Appel DDD soc ko : mission enregistrée avec gge agrée noté au versodu constat + mess laissé sur port soc lui demandant de contacter   le gge pour EAD                                                    ACR envoyé en central,NULL,NULL,N,N,NULL,O,N,
3006618625,006166492K,Clôturée,1810049441,Clôture automatique,2022-01-19 01:00:00,2022-01-21 01:00:00,SARAN,17,Accident de la circulation,Deux véhicules,Privé,NULL,"acc meme sens meme file, choc arr a soc.                           cavtm cosigné.                                                     pas de blessé /                                                                                                                                                                                                                                                                     ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
7006457800,006016578K,Clôturée,9810050069,Clôture automatique,2021-11-13 01:00:00,2021-11-15 01:00:00,CLERMONT L HERAULT,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Soc ok pour gge agrée N1 + EAD                                     Va envoyer le CA via son agence,NULL,NULL,N,O,NULL,O,N,
0005940587,005531773Y,Clôturée,8810049848,Clôture automatique,2021-04-22 02:00:00,2021-04-30 02:00:00,VILLENEUVE SUR LOT,11,Accident de la circulation,Deux véhicules,Privé,NULL,Envoi d'un agenda de mise en conformité en raison de Kilométrage dépassé,NULL,NULL,N,O,NULL,O,N,
5005420233,005049434S,Clôturée,7810046187,Clôture automatique,2020-09-14 02:00:00,2020-09-15 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,NULL,NULL,appel de la soc le garage n a toujours pas recu la mission la transmets ce jour + mail ou garage carrosseriedubugey@outlook.fr        appel au garage pour les avertir                                   soc  ok pour recontacter le garage lundi,NULL,NULL,N,O,NULL,O,N,
6006688183,006231120H,Clôturée,9810050069,Clôture automatique,2022-02-18 01:00:00,2022-02-19 01:00:00,ST JEAN DE LA RUELLE,20,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"AE soc                                                             Indique que le tiers est identifié                                 A la plaque d'immatriculation en sa possession                     A deposé plainte, pour saisie des caméras de surveillance          POSDOS cg de rattachement",NULL,NULL,N,N,NULL,O,N,
6005199780,004845694K,Clôturée,0810048160,Clôture automatique,2020-06-19 02:00:00,2020-06-19 02:00:00,BALMA,09,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"soc arrive ds un RP une camionnette se trouve devant lui au cedez le passage du RP, la camionnette recule et le heurte, constat co sigsoc coche case 1, tiers case 14                                    croquis :les 2 vtm st représentés avt l entrée du RP, une fleche decirculation est notée ainsi qu une fleche montrant que le tiers    recule sur soc                                                     obs soc : a l arret, tiers recule                                  obs tiers : rien",NULL,NULL,N,N,NULL,O,N,
4007792615,007266395G,Clôturée,7810052287,Clôture automatique,2023-05-03 02:00:00,2023-05-04 02:00:00,STRASBOURG,18,Accident de la circulation,Deux véhicules,Privé,NULL,"te lrecu de soc, souh gge agréé. pas besoin de remorquage pense quele veh peut rouler. soc demande si veh de pret en cas d'immobilisa tion, vu gge agréé N1 si gge n'a pas de veh ok pour procedure assu.soc verra apres passage de l'expert mardi si veh immobilisé ou rou lant",NULL,NULL,N,N,NULL,O,N,
9006907398,006435145Z,Clôturée,8810054128,Clôture automatique,2022-05-18 02:00:00,2022-05-19 02:00:00,ISTRES,15,Accident de la circulation,Deux véhicules,NULL,NULL,soc est en stat lorsqu adv heurte notre veh                        le veh de soc vient rebondir sur un arbre                          rc 00 pas de franchise                                             je reclame ca =) da faite à l agence,NULL,NULL,N,O,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"récla titre 3.2 reçue d'AXA => vu montant 46357.62e soumission au  STA pour avis , si accord STA régler selon 3.2 cas 13 (désaccord   avec axa qui applique cas 15)",NULL,NULL,N,N,NULL,O,N,
7005710346,005318486P,Clôturée,6810050066,Clôture automatique,2021-01-16 01:00:00,2021-01-19 01:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,appel tél donné à soc : laissé un message pour que soc nous        rappelle et mettre en place l'expertise et le choix du garage,NULL,NULL,N,N,NULL,O,N,
1007757289,007233202C,Clôturée,7810046187,Clôture automatique,2023-04-17 02:00:00,2023-04-17 02:00:00,NULL,13,Accident de la circulation,Deux véhicules,Privé,NULL,Appel reçu soc: indique son choix GGE =>GGE N1 + EAD validé =>ACR  envoyé/,NULL,NULL,N,N,NULL,O,N,
3005434869,005063005T,Clôturée,1810048241,Clôture automatique,2020-09-18 02:00:00,2020-09-21 02:00:00,NULL,23,Accident de la circulation,Deux véhicules,NULL,NULL,RC nulle pas de fr                                                                                                                    garage agréé / EAD                                                                                                                    IBAN vérifié                                                       ACR envoyé                                                         VERISURE OK                                                        Soc conserve CA 2 ans,NULL,NULL,N,O,NULL,O,N,
9005413502,005043140A,Clôturée,9810050069,Clôture automatique,2020-09-10 02:00:00,2020-09-11 02:00:00,BAILLARGUES,14,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,client nous rappellera pour choix gge,NULL,NULL,N,N,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,reçu recours subi par AXA dossier soumis au STA ??? OR expert adv  est covea                                                          ===> problématique nous avons statuer cas 13 et cie adv nous       présente un recours à l ECS d'un montant de 46357.62 eur en        invoquant cas 15 en notre défaveur                                 + rapport reçu pour les réparations de notre soc = vois si nous    présentons récla 1/2 recours sur cas 13 ou cas 15 dans ce cas      pas de récla à présenter de notre coté                             ====> je fais point avec responsables,NULL,NULL,N,N,NULL,O,N,
2006053942,005637565P,Clôturée,7810046187,Clôture automatique,2021-06-16 02:00:00,2021-06-16 02:00:00,CHOLET,11,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"Reçu par Ms constat cosigné => GED, confirme RC00 cas 51, FVA ok.",NULL,NULL,N,O,NULL,O,N,
5006766065,006303643M,Clôturée,6810050066,Clôture automatique,2022-03-21 01:00:00,2022-03-21 01:00:00,AVIGNON,12,Accident de la circulation,Deux véhicules,Privé,NULL,Reçu SD expert : CA via LL,NULL,NULL,N,O,NULL,O,N,
5005911675,005504916F,En Cours de Gestion,7810054667,NULL,2021-04-16 02:00:00,2021-04-16 02:00:00,CANNES,08,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,dmditi ce jour en vu FGAO,NULL,NULL,N,O,NULL,O,N,
7004848333,004517626P,Clôturée,0810048160,Clôture automatique,2019-12-30 01:00:00,2019-12-30 01:00:00,NULL,12,Accident de la circulation,Deux véhicules,Privé,NULL,je demande constat à soc.,NULL,NULL,N,N,NULL,O,N,
